"Search Terms","Committee on Foreign relations"
"Total Count","36336"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"181","Congressional Committee Prints","CPRT-112SPRT65543","CPRT-112SPRT65543","FRAUD AND ABUSE OF GLOBAL FUND INVESTMENTS AT RISK WITHOUT GREATER TRANSPARENCY","https://www.govinfo.gov/app/details/CPRT-112SPRT65543/CPRT-112SPRT65543","https://www.govinfo.gov/content/pkg/CPRT-112SPRT65543/pdf/CPRT-112SPRT65543.pdf","https://www.govinfo.gov/content/pkg/CPRT-112SPRT65543/html/CPRT-112SPRT65543.htm","","","","STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Twelfth Congress First Session April 5, 2011 U.S. GOVERNMENT PRINTING OFFICE 65-543 WASHINGTON : 2011 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov. For more information, contact the GPO ...","","2011-04-05"
"182","Congressional Committee Prints","CPRT-111SPRT58002","CPRT-111SPRT58002","INTERNATIONAL CRIMINAL COURT REVIEW CONFERENCE KAMPALA, UGANDA MAY 31- JUNE 11, 2010","https://www.govinfo.gov/app/details/CPRT-111SPRT58002/CPRT-111SPRT58002","https://www.govinfo.gov/content/pkg/CPRT-111SPRT58002/pdf/CPRT-111SPRT58002.pdf","https://www.govinfo.gov/content/pkg/CPRT-111SPRT58002/html/CPRT-111SPRT58002.htm","","",""," COMMITTEE STAFF TRIP REPORT prepared for the use of the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress Second Session September 2, 2010 U.S. GOVERNMENT PRINTING OFFICE 58-002 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll ...","","2010-09-02"
"183","Congressional Committee Prints","CPRT-111SPRT57483","CPRT-111SPRT57483","ABANDONED UPON ARRIVAL: IMPLICATIONS FOR REFUGEES AND LOCAL COMMUNITIES BURDENED BY A U.S. RESETTLEMENT SYSTEM THAT IS NOT WORKING","https://www.govinfo.gov/app/details/CPRT-111SPRT57483/CPRT-111SPRT57483","https://www.govinfo.gov/content/pkg/CPRT-111SPRT57483/pdf/CPRT-111SPRT57483.pdf","https://www.govinfo.gov/content/pkg/CPRT-111SPRT57483/html/CPRT-111SPRT57483.htm","","",""," SYSTEM THAT IS NOT WORKING A REPORT TO THE MEMBERS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress Second Session JULY 21, 2010 Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.gpoacess.gov/congress/index.html ________ U.S. GOVERNMENT PRINTING ...","","2010-07-21"
"184","Congressional Committee Prints","CPRT-111SPRT56157","CPRT-111SPRT56157","CUBA: IMMEDIATE ACTION IS NEEDED TO ENSURE THE SURVIVABILITY OF RADIO AND TV MARTI","https://www.govinfo.gov/app/details/CPRT-111SPRT56157/CPRT-111SPRT56157","https://www.govinfo.gov/content/pkg/CPRT-111SPRT56157/pdf/CPRT-111SPRT56157.pdf","https://www.govinfo.gov/content/pkg/CPRT-111SPRT56157/html/CPRT-111SPRT56157.htm","","","","TO THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress Second Session APRIL 29, 2010 U.S. GOVERNMENT PRINTING OFFICE 56-157 WASHINGTON : 2010 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�091800 Fax: (202) 512�...","","2010-04-29"
"185","Congressional Committee Prints","CPRT-111SPRT48323","CPRT-111SPRT48323","TRAFFICKING AND EXTORTION OF BURMESE MIGRANTS IN MALAYSIA AND SOUTHERN THAILAND","https://www.govinfo.gov/app/details/CPRT-111SPRT48323/CPRT-111SPRT48323","https://www.govinfo.gov/content/pkg/CPRT-111SPRT48323/pdf/CPRT-111SPRT48323.pdf","https://www.govinfo.gov/content/pkg/CPRT-111SPRT48323/html/CPRT-111SPRT48323.htm","","",""," THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress First Session April 3, 2009 COMMITTEE ON FOREIGN RELATIONS One Hundred Eleventh Congress JOHN F. KERRY, Massachusetts, Chairman CHRISTOPHER J. DODD, Connecticut RICHARD G. LUGAR, Indiana RUSSELL D. FEINGOLD, Wisconsin Republican Leader designee BARBARA BOXER, ...","","2009-04-03"
"186","Congressional Committee Prints","CPRT-111SPRT47215","CPRT-111SPRT47215","GLOBAL FOOD INSECURITY: PERSPECTIVES FROM THE FIELD","https://www.govinfo.gov/app/details/CPRT-111SPRT47215/CPRT-111SPRT47215","https://www.govinfo.gov/content/pkg/CPRT-111SPRT47215/pdf/CPRT-111SPRT47215.pdf","https://www.govinfo.gov/content/pkg/CPRT-111SPRT47215/html/CPRT-111SPRT47215.htm","","","","ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress First Session February 6, 2009 [GRAPHIC] [TIFF OMITTED] TONGRESS.#13 Printed for the use of the Committee on Foreign Relations Available on the Internet: http://www.gpoaccess.gov/congress/index.html U.S. GOVERNMENT PRINTING OFFICE 47-215 PDF WASHINGTON DC: 2009 For Sale by the ...","","2009-02-06"
"187","Congressional Committee Prints","CPRT-110SPRT39674","CPRT-110SPRT39674","CHAIN REACTION: AVOIDING A NUCLEAR ARMS RACE IN THE MIDDLE EAST","https://www.govinfo.gov/app/details/CPRT-110SPRT39674/CPRT-110SPRT39674","https://www.govinfo.gov/content/pkg/CPRT-110SPRT39674/pdf/CPRT-110SPRT39674.pdf","https://www.govinfo.gov/content/pkg/CPRT-110SPRT39674/html/CPRT-110SPRT39674.htm","","",""," UNITED STATES SENATE One Hundred Tenth Congress Second Session February 2008 U.S. GOVERNMENT PRINTING OFFICE 39-674 PDF WASHINGTON DC: 2008 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866)512-1800 DC area (202)512-1800 Fax: (202) 512-2250 Mail Stop SSOP, ...","","2008-02-01"
"188","Congressional Committee Prints","CPRT-109SPRT26002","CPRT-109SPRT26002","HAITIAN ELECTIONS: SETTING THE FOUNDATION FOR DEMOCRACY","https://www.govinfo.gov/app/details/CPRT-109SPRT26002/CPRT-109SPRT26002","https://www.govinfo.gov/content/pkg/CPRT-109SPRT26002/pdf/CPRT-109SPRT26002.pdf","https://www.govinfo.gov/content/pkg/CPRT-109SPRT26002/html/CPRT-109SPRT26002.htm","","",""," FOREIGN RELATIONS UNITED STATES SENATE One Hundred Ninth Congress Second Session February 2006 Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.access.gpo.gov/congress/senate ______ U.S. GOVERNMENT PRINTING OFFICE 26-002 WASHINGTON : 2006 For sale by the Superintendent of Documents, U.S. ...","","2006-02-01"
"189","Congressional Committee Prints","CPRT-107SPRT75249","CPRT-107SPRT75249","STRATEGIES FOR HOMELAND DEFENSE","https://www.govinfo.gov/app/details/CPRT-107SPRT75249/CPRT-107SPRT75249","https://www.govinfo.gov/content/pkg/CPRT-107SPRT75249/pdf/CPRT-107SPRT75249.pdf","https://www.govinfo.gov/content/pkg/CPRT-107SPRT75249/html/CPRT-107SPRT75249.htm","","","","STATES SENATE Joseph R. Biden, Jr., Chairman Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PRINTING OFFICE 75-249 WASHINGTON : 2001 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpr.gov Phone (202) 512�091800 Fax: (202) 512�092250 Mail: Stop SSOP, Washington, DC 20402�...","","2002-01-01"
"190","Congressional Committee Prints","CPRT-107SPRT74801","CPRT-107SPRT74801","MEMBERSHIP AND JURISDICTION OF SUBCOMMITTEES","https://www.govinfo.gov/app/details/CPRT-107SPRT74801/CPRT-107SPRT74801","https://www.govinfo.gov/content/pkg/CPRT-107SPRT74801/pdf/CPRT-107SPRT74801.pdf","https://www.govinfo.gov/content/pkg/CPRT-107SPRT74801/html/CPRT-107SPRT74801.htm","","",""," AUGUST 2001 Printed for the use of the Committee on Foreign Relations Reprinted to reflect changes in Committee membership as of July 10, 2001 U.S. GOVERNMENT PRINTING OFFICE 74-801 WASHINGTON : 2001 COMMITTEE ON FOREIGN RELATIONS JOSEPH R. BIDEN, Jr., Delaware, Chairman PAUL S. SARBANES, Maryland JESSE HELMS, North Carolina, Ranking ...","","2001-08-01"
"191","Congressional Committee Prints","CPRT-106SPRT66922","CPRT-106SPRT66922","TREATIES AND OTHER INTERNATIONAL AGREEMENTS: THE ROLE OF THE UNITED STATES SENATE","https://www.govinfo.gov/app/details/CPRT-106SPRT66922/CPRT-106SPRT66922","https://www.govinfo.gov/content/pkg/CPRT-106SPRT66922/pdf/CPRT-106SPRT66922.pdf","https://www.govinfo.gov/content/pkg/CPRT-106SPRT66922/html/CPRT-106SPRT66922.htm","","","","Y PREPARED FOR THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE BY THE CONGRESSIONAL RESEARCH SERVICE LIBRARY OF CONGRESS [GRAPHIC] [TIFF OMITTED] TONGRESS.#13 JANUARY 2001 106th Congress 2d Session COMMITTEE PRINT S. Prt. 106-71 TREATIES AND OTHER INTERNATIONAL AGREEMENTS: THE ROLE OF THE UNITED STATES SENATE A S T U D Y PREPARED FOR THE ...","","2001-01-01"
"192","Congressional Committee Prints","CPRT-106SPRT59737","CPRT-106SPRT59737","THE MARCH 30, 1997 GRENADE ATTACK IN CAMBODIA","https://www.govinfo.gov/app/details/CPRT-106SPRT59737/CPRT-106SPRT59737","https://www.govinfo.gov/content/pkg/CPRT-106SPRT59737/pdf/CPRT-106SPRT59737.pdf","https://www.govinfo.gov/content/pkg/CPRT-106SPRT59737/html/CPRT-106SPRT59737.htm","","",""," UNITED STATES SENATE OCTOBER 1999 Printed for the use of the Committee on Foreign Relations -------- U.S. GOVERNMENT PRINTING OFFICE 59-737 CC WASHINGTON : 1999 COMMITTEE ON FOREIGN RELATIONS JESSE HELMS, North Carolina, Chairman RICHARD G. LUGAR, Indiana JOSEPH R. BIDEN, Jr., Delaware PAUL COVERDELL, Georgia PAUL S. SARBANES, Maryland ...","","1999-10-01"
"193","Congressional Committee Prints","CPRT-96SPRT47319","CPRT-96SPRT47319","The role of the North Atlantic Assembly.","https://www.govinfo.gov/app/details/CPRT-96SPRT47319/CPRT-96SPRT47319","https://www.govinfo.gov/content/pkg/CPRT-96SPRT47319/pdf/CPRT-96SPRT47319.pdf","","","",""," THE SUBCOMMITTEE ON EUROPEAN AFFAIRS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE BY ru ru ru 47-319 THE FOREIGN AFFAIRS AND NATIONAL DEFENSE DIVISION CONGRESSIONAL RESEARCH SERVICE LIBRARY OF CONGRESS □ □ JULY 1979 Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1979 COMMITTEE...","","1979-07-01"
"194","Congressional Committee Prints","CPRT-91SPRT21145","CPRT-91SPRT21145","Survey of the Alliance for Progress: Colombia--a case history of U.S. aid: a study prepared at the request of the Subcommittee on American Republics Affairs.","https://www.govinfo.gov/app/details/CPRT-91SPRT21145/CPRT-91SPRT21145","https://www.govinfo.gov/content/pkg/CPRT-91SPRT21145/pdf/CPRT-91SPRT21145.pdf","","","",""," COLOMBIA—A CASE HISTORY OF U.S. AID A STUDY Prepared at the Request of the SUBCOMMITTEE ON AMERICAN REPUBLICS AFFAIRS By the Staff of the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE Together With A REPORT OF THE COMPTROLLER GENERAL Z C cd 73~ G&a 5^9 FEBRUARY 1, 1969 Printed for the use of the Committee on Foreign Relations U.S. ...","","1969-02-01"
"195","Congressional Committee Prints","CPRT-107JPRT77259","CPRT-107JPRT77259","COUNTRY REPORTS ON ECONOMIC POLICY AND TRADE PRACTICES","https://www.govinfo.gov/app/details/CPRT-107JPRT77259/CPRT-107JPRT77259","https://www.govinfo.gov/content/pkg/CPRT-107JPRT77259/pdf/CPRT-107JPRT77259.pdf","https://www.govinfo.gov/content/pkg/CPRT-107JPRT77259/html/CPRT-107JPRT77259.htm","","",""," ON FOREIGN RELATIONS AND COMMITTEE ON FINANCE OF THE U.S. SENATE AND THE COMMITTEE ON INTERNATIONAL RELATIONS AND COMMITTEE ON WAYS AND MEANS OF THE U.S. HOUSE OF REPRESENTATIVES BY THE DEPARTMENT OF STATE IN ACCORDANCE WITH SECTION 2202 OF THE OMNIBUS TRADE AND COMPETITIVENESS ACT OF 1988 Available via World Wide Web: http://...","","2002-02-01"
"196","Congressional Committee Prints","CPRT-84SPRT84752vVII","CPRT-84SPRT84752vVII","Executive sessions of the Senate Foreign Relations Committee. Volume VII (Historical Series), Eighty-fourth Congress, first session, 1955.","https://www.govinfo.gov/app/details/CPRT-84SPRT84752vVII/CPRT-84SPRT84752vVII","https://www.govinfo.gov/content/pkg/CPRT-84SPRT84752vVII/pdf/CPRT-84SPRT84752vVII.pdf","","","",""," VII EIGHTY-FOURTH CONGRESS FIBST SESSION 1955 MADE PUBLIC APRIL 1978 Printed for the use of the Committee on Foreign Relations EXECUTIVE SESSIONS OF THE SENATE FOREIGN RELATIONS COMMITTEE (HISTORICAL SERIES) VOLUME VII EIGHTY-FOURTH CONGRESS FIRST SESSION 1955 MADE PUBLIC APRIL 1978 Printed for the use of the Committee on Foreign Relations ...","","1978-04-01"
"197","Congressional Committee Prints","CPRT-85SPRT68123OvX","CPRT-85SPRT68123OvX","Executive sessions of the Senate Foreign Relations Committee. Volume X (Historical Series), Eighty-fifth Congress, second session, 1958.","https://www.govinfo.gov/app/details/CPRT-85SPRT68123OvX/CPRT-85SPRT68123OvX","https://www.govinfo.gov/content/pkg/CPRT-85SPRT68123OvX/pdf/CPRT-85SPRT68123OvX.pdf","","","",""," SESSION 1958 MADE PUBLIC NOVEMBER 1980 Printed for the use of the Committee on Foreign Relations EXECUTIVE SESSIONS OF THE SENATE FOREIGN RELATIONS COMMITTEE (HISTORICAL SERIES) VOLUME X EIGHTY-FIFTH CONGRESS SECOND SESSION 1958 MADE PUBLIC NOVEMBER 1980 Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PRINTING OFFICE...","","1980-01-01"
"198","Congressional Committee Prints","CPRT-94SPRT52139","CPRT-94SPRT52139","The situation in NATO, the European Economic Community, and the Middle East: report by Jacob K. Javits to the Committee on Foreign Relations, United States Senate, on a study mission to various countries of NATO, the European Economic Community, and the Middle East.","https://www.govinfo.gov/app/details/CPRT-94SPRT52139/CPRT-94SPRT52139","https://www.govinfo.gov/content/pkg/CPRT-94SPRT52139/pdf/CPRT-94SPRT52139.pdf","","","",""," EUROPEAN ECONOMIC COMMUNITY, AND THE MIDDLE EAST REPORT BY Senator Jacob K. Javits TO THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON A STUDY MISSION OF NATO, THE TO VARIOUS COUNTRIES EUROPEAN ECONOMIC COMMUNITY, AND THE MIDDLE EAST GO co m □ RJ tr o □ MAY 1975 Printed for the use of the Committee on Foreign Relations 52-139 U.S. ...","","1975-05-01"
"199","Congressional Committee Prints","CPRT-93SPRT29148","CPRT-93SPRT29148","The Middle East between war and peace, November-December 1973: a staff report.","https://www.govinfo.gov/app/details/CPRT-93SPRT29148/CPRT-93SPRT29148","https://www.govinfo.gov/content/pkg/CPRT-93SPRT29148/pdf/CPRT-93SPRT29148.pdf","","","",""," WAR AND PEACE November-December 1973 A STAFF REPORT Prepared for the Use of the SUBCOMMITTEE ON NEAR EASTERN AFFAIRS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE LO •T) m □ ru □ □(T MARCH 5, 1974 Printed for the use of the Committee on Foreign Relations 29-148 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1974 COMMITTEE ON FOREIGN ...","","1974-03-05"
"200","Congressional Committee Prints","CPRT-91SPRT31800","CPRT-91SPRT31800","Interparliamentary Union Conference Vienna Conference: Report of the United States delegation to the spring meeting of the Interparliamentary Union.","https://www.govinfo.gov/app/details/CPRT-91SPRT31800/CPRT-91SPRT31800","https://www.govinfo.gov/content/pkg/CPRT-91SPRT31800/pdf/CPRT-91SPRT31800.pdf","","","","","UNITED STATES DELEGATION TO THE SPRING MEETING OF THE INTERPARLIAMENTARY UNION HELD IN VIENNA, AUSTRIA APRIL 7-13, 1969 PURSUANT TO LAW (22 U.S.C. 276; AS AMENDED) Printed for the use of the Committee on Foreign Relations United States Senate 31-800 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1969 KAHSAS STATE UNIVERSITY LIBRARY UNITED STATES ...","","1969-08-07"
"201","Congressional Committee Prints","CPRT-96SPRT41702O","CPRT-96SPRT41702O","Prospects for multilateral arms export restraint: a staff report.","https://www.govinfo.gov/app/details/CPRT-96SPRT41702O/CPRT-96SPRT41702O","https://www.govinfo.gov/content/pkg/CPRT-96SPRT41702O/pdf/CPRT-96SPRT41702O.pdf","","","",""," RESTRAINT A STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE 4 □ m APRIL 1979□ O bTTV Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PRINTING OFFICE 41-702 O WASHINGTON : 1979 For sale by the Superintendent of Documents, U.S. Government Printing Office Washington, D.C. ...","","1979-04-01"
"202","Congressional Committee Prints","CPRT-94SPRT77798O","CPRT-94SPRT77798O","Direct investment abroad and the multinationals: effects on the United States economy.","https://www.govinfo.gov/app/details/CPRT-94SPRT77798O/CPRT-94SPRT77798O","https://www.govinfo.gov/content/pkg/CPRT-94SPRT77798O/pdf/CPRT-94SPRT77798O.pdf","","","",""," ECONOMY PREPARED FOR THE USE OF SUBCOMMITTEE ON MULTINATIONAL CORPORATIONS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE (T □ ru IT □ □ IT BY Peggy B. Musgrave Northeastern University WITH Foreword by Senator Frank Church AUGUST 1975 Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PRINTING OFFICE ...","","1975-08-01"
"203","Congressional Committee Prints","CPRT-116SPRT42925","CPRT-116SPRT42925","DIPLOMACY IN CRISIS: THE TRUMP ADMINISTRATION'S DECIMATION OF THE STATE DEPARTMENT","https://www.govinfo.gov/app/details/CPRT-116SPRT42925/CPRT-116SPRT42925","https://www.govinfo.gov/content/pkg/CPRT-116SPRT42925/pdf/CPRT-116SPRT42925.pdf","https://www.govinfo.gov/content/pkg/CPRT-116SPRT42925/html/CPRT-116SPRT42925.htm","","",""," STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Sixteenth Congress SECOND SESSION July 28, 2020 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING ...","","2020-07-28"
"204","Congressional Committee Prints","CPRT-116SPRT41888","CPRT-116SPRT41888","GLOBAL FORCED MIGRATION THE POLITICAL CRISIS OF OUR TIME","https://www.govinfo.gov/app/details/CPRT-116SPRT41888/CPRT-116SPRT41888","https://www.govinfo.gov/content/pkg/CPRT-116SPRT41888/pdf/CPRT-116SPRT41888.pdf","https://www.govinfo.gov/content/pkg/CPRT-116SPRT41888/html/CPRT-116SPRT41888.htm","","",""," FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Sixteenth Congress SECOND SESSION June 18, 2020 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 41-888 PDF ...","","2020-06-18"
"205","Congressional Committee Prints","CPRT-116SPRT44821","CPRT-116SPRT44821","ON THE NOMINATION OF KELLY CRAFT TO BE U.S. REPRESENTATIVE TO THE UNITED NATIONS","https://www.govinfo.gov/app/details/CPRT-116SPRT44821/CPRT-116SPRT44821","https://www.govinfo.gov/content/pkg/CPRT-116SPRT44821/pdf/CPRT-116SPRT44821.pdf","https://www.govinfo.gov/content/pkg/CPRT-116SPRT44821/html/CPRT-116SPRT44821.htm","","",""," STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Sixteenth Congress FIRST SESSION July 2019 [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 44-821...","","2019-07-01"
"206","Congressional Committee Prints","CPRT-109SPRT25130","CPRT-109SPRT25130","PAKISTAN EARTHQUAKE: INTERNATIONAL RESPONSE AND IMPACT ON U.S. FOREIGN POLICIES AND PROGRAMS","https://www.govinfo.gov/app/details/CPRT-109SPRT25130/CPRT-109SPRT25130","https://www.govinfo.gov/content/pkg/CPRT-109SPRT25130/pdf/CPRT-109SPRT25130.pdf","https://www.govinfo.gov/content/pkg/CPRT-109SPRT25130/html/CPRT-109SPRT25130.htm","","",""," STAFF TRIP REPORT TO THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Ninth Congress First Session December 2005 U.S. GOVERNMENT PRINTING OFFICE 25-130 WASHINGTON : 2005 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�091800 Fax:...","","2005-12-01"
"207","Congressional Committee Prints","CPRT-114SPRT92796","CPRT-114SPRT92796","MEMBERSHIP AND JURISDICTION OF SUBCOMMITTEES","https://www.govinfo.gov/app/details/CPRT-114SPRT92796/CPRT-114SPRT92796","https://www.govinfo.gov/content/pkg/CPRT-114SPRT92796/pdf/CPRT-114SPRT92796.pdf","https://www.govinfo.gov/content/pkg/CPRT-114SPRT92796/html/CPRT-114SPRT92796.htm","","",""," SENATE JANUARY 2015 Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PUBLISHING OFFICE 92-796 PDF WASHINGTON : 2015 For sale by the Superintendent of Documents, U.S. Government Publishing Office, Internet:bookstore.gpo.gov. Phone:toll free (866)512-1800;DC area (202)512-1800 Fax:(202) 512-2104 Mail:Stop IDCC,...","","2015-01-01"
"208","Congressional Committee Prints","CPRT-113SPRT89860","CPRT-113SPRT89860","AFGHANISTAN IN TRANSITION: U.S. CIVILIAN PRESENCE AND ASSISTANCE POST-2014","https://www.govinfo.gov/app/details/CPRT-113SPRT89860/CPRT-113SPRT89860","https://www.govinfo.gov/content/pkg/CPRT-113SPRT89860/pdf/CPRT-113SPRT89860.pdf","https://www.govinfo.gov/content/pkg/CPRT-113SPRT89860/html/CPRT-113SPRT89860.htm","","",""," STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Thirteenth Congress Second Session October 27, 2014 ? COMMITTEE ON FOREIGN RELATIONS ROBERT MENENDEZ, New Jersey, Chairman BARBARA BOXER, California BOB CORKER, Tennessee BENJAMIN L. CARDIN, Maryland JAMES E. RISCH, Idaho JEANNE SHAHEEN, New ...","","2014-10-27"
